x1,x2
제322차 태안버스터미널 인근 다세대 6차#1순위,"수익률(연)13.4%?투자기간8개월?등급C1?모집금액4억4,000만원?투자인원419명"
제321차 용인 성복동 테라스하우스 신축 2차#1순위,수익률(연)12.21%?투자기간11개월?등급B1?모집금액2억원?투자인원206명
제320차 서귀포시 삼달리 대지조성사업 3차#1순위 #법인전용상품,"수익률(연)12.77%?투자기간6개월?등급B3?모집금액6억5,000만원?투자인원3명"
제319차 서귀포시 삼달리 대지조성사업 2차#1순위,"수익률(연)12.77%?투자기간6개월?등급B3?모집금액3억5,000만원?투자인원335명"
제318차 서귀포시 삼달리 대지조성사업#1순위,"수익률(연)12.77%?투자기간6개월?등급B3?모집금액15억원?투자인원1,260명"
제317차 양평 양수리 다세대주택 신축#1순위,"수익률(연)12.98%?투자기간14개월?등급B3?모집금액8억4,000만원?투자인원822명"
제316차 안양 호계동 오피스텔 신축 3차#1순위,수익률(연)11.5%?투자기간10개월?등급A3?모집금액10억원?투자인원791명
제315차 전주 삼천동 공동주택 신축사업 2순위#2순위,"수익률(연)18%?투자기간8개월?등급D3?모집금액7억5,000만원?투자인원472명"
제314차 거제 단독주택 신축 2순위 대출#2순위,"수익률(연)16.3%?투자기간10개월?등급D3?모집금액3억8,000만원?투자인원320명"
제313차 안양 호계동 오피스텔 신축 2차#1순위,"수익률(연)11.5%?투자기간10개월?등급A3?모집금액8억5,000만원?투자인원639명"
제312차 평택 신장동 생활형숙박시설 신축#1순위,"수익률(연)12.07%?투자기간12개월?등급B1?모집금액13억5,000만원?투자인원1,086명"
제312차 평택 신장동 생활형숙박시설 신축#1순위 #법인전용상품,"수익률(연)12.07%?투자기간12개월?등급B1?모집금액1억5,000만원?투자인원2명"
제311차 안양 호계동 오피스텔 신축사업#1순위,"수익률(연)11.5%?투자기간10개월?등급A3?모집금액11억5,000만원?투자인원846명"
제311차 안양 호계동 오피스텔 신축사업#1순위 #법인전용상품,"수익률(연)11.5%?투자기간10개월?등급A3?모집금액10억5,000만원?투자인원5명"
제310차 전주 중화산동2가 공동주택 신축 2차#2순위,수익률(연)15.06%?투자기간8개월?등급D2?모집금액10억원?투자인원625명
제309차 청평 상천리 단독형 다세대 신축#1순위,"수익률(연)12.07%?투자기간6개월?등급B1?모집금액11억5,000만원?투자인원740명"
제308차 일산 고양국제고 인근 다세대 4차#1순위,"수익률(연)11.9%?투자기간8개월?등급A3?모집금액1억5,000만원?투자인원55명"
제308차 일산 고양국제고 인근 다세대 4차#1순위 #법인전용상품,"수익률(연)11.9%?투자기간8개월?등급A3?모집금액3억5,000만원?투자인원1명"
제307차 태안버스터미널 인근 다세대 5차#1순위,수익률(연)13.4%?투자기간10개월?등급C1?모집금액3억원?투자인원181명
제306차 일산 고양국제고 인근 다세대B 3차#1순위,수익률(연)12.28%?투자기간9개월?등급B1?모집금액2억원?투자인원147명
제305차 원주 세브란스 병원 인근 신축 7차#1순위,수익률(연)12.28%?투자기간9개월?등급B1?모집금액7억원?투자인원416명
제304차 서귀포혁신도시 인근 연립 신축 9차#1순위,"수익률(연)12.77%?투자기간13개월?등급B3?모집금액4억6,000만원?투자인원221명"
제302차 송악신도시 오피스텔 신축 5차#1순위,"수익률(연)12.35%?투자기간6개월?등급B2?모집금액1억5,000만원?투자인원103명"
제301차 신림동 29세대 오피스텔 신축 11차#1순위,"수익률(연)11.6%?투자기간6개월?등급A3?모집금액1억2,000만원?투자인원73명"
제300차 서귀포혁신도시 인근 연립 신축 8차#1순위,수익률(연)12.77%?투자기간13개월?등급B3?모집금액4억원?투자인원240명
제299차 파주 문산역 인근 연립주택B 5차#1순위,"수익률(연)12.28%?투자기간6개월?등급B1?모집금액4억8,000만원?투자인원304명"
제298차 파주 문산역 인근 연립주택A 5차#1순위,수익률(연)12.56%?투자기간6개월?등급B2?모집금액4억원?투자인원223명
제297차 용인 성복동 테라스하우스 신축사업#1순위 #법인전용상품,"수익률(연)12.21%?투자기간12개월?등급B1?모집금액5,000만원?투자인원1명"
제297차 용인 성복동 테라스하우스 신축사업#1순위,"수익률(연)12.21%?투자기간12개월?등급B1?모집금액9억5,000만원?투자인원451명"
제296차 경기 광주 경안동 다세대 신축사업#1순위,수익률(연)12.56%?투자기간11개월?등급B2?모집금액12억원?투자인원779명
제295차 전주 중화산동2가 공동주택 신축사업#2순위,수익률(연)15.06%?투자기간9개월?등급D2?모집금액10억원?투자인원309명
제294차 일산 고양국제고 인근 다세대C 3차#1순위,"수익률(연)12.21%?투자기간10개월?등급B1?모집금액3억9,000만원?투자인원186명"
제293차 제주 한림리 오피스텔 신축사업 3차#1순위,수익률(연)12.56%?투자기간11개월?등급B2?모집금액7억원?투자인원327명
제292차 서산 석남동 다세대주택 신축 8차#1순위,"수익률(연)13.8%?투자기간6개월?등급C2?모집금액3억6,000만원?투자인원216명"
제291차 원주 세브란스 병원 인근 신축 6차#1순위,수익률(연)12.28%?투자기간10개월?등급B1?모집금액5억원?투자인원180명
제290차 화성 시청 인근 다세대주택 6차#1순위,"수익률(연)13.2%?투자기간7개월?등급C1?모집금액3억9,000만원?투자인원202명"
제289차 화성 바이오밸리인근 다세대 7차#1순위,수익률(연)13.4%?투자기간5개월?등급C1?모집금액3억원?투자인원153명
제288차 고양시 성석동 다세대 신축 5차#1순위,"수익률(연)12.98%?투자기간5개월?등급C1?모집금액1억5,000만원?투자인원122명"
제287차 서귀포혁신도시 인근 연립 신축 7차#1순위,수익률(연)12.77%?투자기간13개월?등급B3?모집금액4억원?투자인원221명
제286차 주안동 32세대 오피스텔 신축 10차#1순위,"수익률(연)11.7%?투자기간8개월?등급A3?모집금액3억5,000만원?투자인원169명"
제285차 일산 고양국제고 인근 다세대C 2차#1순위,수익률(연)12.21%?투자기간11개월?등급B1?모집금액3억원?투자인원145명
제282차 태안버스터미널 인근 다세대 4차#1순위,수익률(연)13.4%?투자기간10개월?등급C1?모집금액6억원?투자인원268명
제281차 일산 고양국제고 인근 다세대 3차#1순위,수익률(연)11.9%?투자기간9개월?등급A3?모집금액3억원?투자인원64명
제280차 서귀포혁신도시 인근 연립 신축 6차#1순위,수익률(연)12.77%?투자기간14개월?등급B3?모집금액4억원?투자인원218명
제278차 전주 삼천동 공동주택 연장상품 3차#1순위,수익률(연)15%?투자기간5개월?등급A3?모집금액15억원?투자인원660명
제277차 전주 삼천동 공동주택 연장상품 2차#1순위,수익률(연)15%?투자기간5개월?등급A3?모집금액16억원?투자인원744명
제276차 태안버스터미널 인근 다세대 3차#1순위,수익률(연)13.4%?투자기간11개월?등급C1?모집금액3억원?투자인원147명
제275차 화성 바이오밸리인근 다세대 6차#1순위,"수익률(연)13.4%?투자기간5개월?등급C1?모집금액5억5,000만원?투자인원316명"
제274차 전주 삼천동 공동주택 연장상품#1순위,수익률(연)15%?투자기간5개월?등급A3?모집금액15억원?투자인원929명
제273차 서산 석남동 다세대주택 신축 7차#1순위,수익률(연)13.8%?투자기간7개월?등급C2?모집금액3억원?투자인원148명
제272차 원주 세브란스 병원 인근 신축 5차#1순위,수익률(연)12.28%?투자기간10개월?등급B1?모집금액5억원?투자인원342명
제271차 화성 바이오밸리인근 다세대 5차#1순위,수익률(연)13.4%?투자기간5개월?등급C1?모집금액3억원?투자인원296명
제270차 서귀포혁신도시 인근 연립 신축 5차#1순위,"수익률(연)12.77%?투자기간14개월?등급B3?모집금액4억5,000만원?투자인원157명"
제269차 파주 문산역 인근 연립주택B 4차#1순위,수익률(연)12.28%?투자기간8개월?등급B1?모집금액3억원?투자인원181명
제268차 일산 고양국제고 인근 다세대C 신축#1순위,수익률(연)12.21%?투자기간11개월?등급B1?모집금액6억원?투자인원431명
제267차 제주 한림리 오피스텔 신축사업 2차#1순위,수익률(연)12.56%?투자기간12개월?등급B2?모집금액5억원?투자인원419명
제266차 파주 문산역 인근 연립주택A 4차#1순위,수익률(연)12.56%?투자기간8개월?등급B2?모집금액3억원?투자인원282명
제265차 양천구 신정동 공동주택 신축3차#1순위,수익률(연)11.8%?투자기간8개월?등급A3?모집금액3억원?투자인원207명
제264차 서귀포혁신도시 인근 연립 신축 4차#1순위,수익률(연)12.77%?투자기간14개월?등급B3?모집금액3억원?투자인원195명
제263차 태안버스터미널 인근 다세대 2차#1순위,"수익률(연)13.4%?투자기간11개월?등급C1?모집금액3억9,000만원?투자인원140명"
제262차 거제 단지형 단독주택 신축 5차#1순위,"수익률(연)13.8%?투자기간5개월?등급C2?모집금액1억4,000만원?투자인원118명"
제261차 화성 시청 인근 다세대주택 5차#1순위,수익률(연)13.2%?투자기간8개월?등급C1?모집금액3억원?투자인원288명
제260차 서귀포혁신도시 인근 연립 신축 3차#1순위,"수익률(연)12.77%?투자기간14개월?등급B3?모집금액2억5,000만원?투자인원262명"
제259차 서귀포혁신도시 인근 연립 신축 2차#1순위,수익률(연)12.77%?투자기간14개월?등급B3?모집금액5억원?투자인원291명
제258차 태안버스터미널 인근 다세대 신축#1순위,"수익률(연)13.4%?투자기간11개월?등급C1?모집금액8억1,000만원?투자인원415명"
제257차 서귀포혁신도시 인근 연립 신축#1순위,수익률(연)12.77%?투자기간14개월?등급B3?모집금액10억원?투자인원592명
제256차 일산 고양국제고 인근 다세대 2차#1순위,수익률(연)11.9%?투자기간10개월?등급A3?모집금액3억원?투자인원123명
제255차 일산 고양국제고 인근 다세대B 2차#1순위,수익률(연)12.28%?투자기간11개월?등급B1?모집금액3억원?투자인원141명
제254차 신림동 29세대 오피스텔 신축 10차#1순위,수익률(연)11.6%?투자기간7개월?등급A3?모집금액3억원?투자인원183명
제253차 동탄신도시 오피스텔 신축 6차#1순위,수익률(연)13%?투자기간3개월?등급B2?모집금액10억원?투자인원215명
제252차 원주 세브란스 병원 인근 신축 4차#1순위,수익률(연)12.28%?투자기간11개월?등급B1?모집금액4억원?투자인원211명
제251차 서산 석남동 다세대주택 신축 6차#1순위,수익률(연)13.8%?투자기간7개월?등급C2?모집금액4억원?투자인원183명
제250차 화성 시청 인근 다세대주택 4차#1순위,수익률(연)13.2%?투자기간8개월?등급C1?모집금액3억원?투자인원150명
제249차 청평유원지 인근 다세대주택 신축#1순위,"수익률(연)12.77%?투자기간9개월?등급B3?모집금액7억3,000만원?투자인원358명"
제248차 파주 문산역 인근 연립주택B 3차#1순위,수익률(연)12.28%?투자기간9개월?등급B1?모집금액7억원?투자인원250명
제247차 주안동 32세대 오피스텔 신축 9차#1순위,"수익률(연)11.7%?투자기간10개월?등급A3?모집금액2억5,000만원?투자인원161명"
제246차 시흥목감지구 상가신축 9차#1순위,"수익률(연)12%?투자기간5개월?등급B1?모집금액2억5,000만원?투자인원137명"
제245차 송악신도시 오피스텔 신축 4차#1순위,수익률(연)12.35%?투자기간9개월?등급B2?모집금액5억원?투자인원263명
제244차 파주 문산역 인근 연립주택A 3차#1순위,수익률(연)12.56%?투자기간9개월?등급B2?모집금액7억원?투자인원245명
제243차 부평역 현대라임힐 오피스텔 7차#1순위,"수익률(연)12.3%?투자기간7개월?등급B2?모집금액2억4,000만원?투자인원130명"
제242차 제주 아라동 다세대주택 신축 3차#1순위,"수익률(연)12.7%?투자기간5개월?등급B3?모집금액2억4,000만원?투자인원151명"
제241차 거제 단지형 단독주택 신축 4차#1순위,수익률(연)13.8%?투자기간5개월?등급C2?모집금액4억원?투자인원145명
제240차 중곡동 대원외고 인근 다세대 4차#1순위,"수익률(연)12%?투자기간6개월?등급B1?모집금액1억5,000만원?투자인원71명"
제239차 화성 시청 인근 다세대주택 3차#1순위,수익률(연)13.2%?투자기간9개월?등급C1?모집금액2억원?투자인원104명
제238차 화성 바이오밸리인근 다세대 4차#1순위,수익률(연)13.4%?투자기간6개월?등급C1?모집금액4억원?투자인원149명
제237차 서산 석남동 다세대주택 신축 5차#1순위,수익률(연)13.8%?투자기간8개월?등급C2?모집금액4억원?투자인원144명
제236차 원주 세브란스 병원 인근 신축 3차#1순위,수익률(연)12.28%?투자기간11개월?등급B1?모집금액4억원?투자인원132명
제235차 제주 강정마을 다세대주택 신축4차#1순위,"수익률(연)12.56%?투자기간7개월?등급B2?모집금액3억5,000만원?투자인원201명"
제234차 일산 고양 국제고인근 다세대신축B#1순위,"수익률(연)12.28%?투자기간11개월?등급B1?모집금액6억5,000만원?투자인원289명"
제233차 제주 한림리 오피스텔 신축사업#1순위,수익률(연)12.56%?투자기간13개월?등급B2?모집금액5억원?투자인원257명
제232차 고양시 성석동 다세대 신축 4차#1순위,수익률(연)12.98%?투자기간7개월?등급C1?모집금액2억원?투자인원103명
제231차 동탄신도시 오피스텔 신축 5차#1순위,수익률(연)13%?투자기간4개월?등급B2?모집금액10억원?투자인원176명
제230차 파주 문산역 인근 연립주택B 2차#1순위,수익률(연)12.28%?투자기간9개월?등급B1?모집금액6억원?투자인원298명
제229차 파주 문산역 인근 연립주택A 2차#1순위,수익률(연)12.56%?투자기간9개월?등급B2?모집금액5억원?투자인원137명
제228차 파주 문산역 인근 연립주택B#1순위,수익률(연)12.28%?투자기간9개월?등급B1?모집금액9억원?투자인원365명
제227차 파주 문산역 인근 연립주택A#1순위,수익률(연)12.56%?투자기간9개월?등급B2?모집금액8억원?투자인원313명
제226차 화성 시청 인근 다세대주택 2차#1순위,수익률(연)13.2%?투자기간9개월?등급C1?모집금액2억원?투자인원77명
제225차 송악신도시 오피스텔 신축 3차#1순위,수익률(연)12.35%?투자기간9개월?등급B2?모집금액4억원?투자인원90명
제224차 부평역 현대라임힐 오피스텔 6차#1순위,수익률(연)12.3%?투자기간8개월?등급B2?모집금액3억원?투자인원133명
제223차 중곡동 대원외고 인근 다세대 3차#1순위,수익률(연)12%?투자기간7개월?등급B1?모집금액2억원?투자인원74명
제222차 신림동 29세대 오피스텔 신축 9차#1순위,수익률(연)11.6%?투자기간9개월?등급A3?모집금액2억원?투자인원79명
제221차 주안동 32세대 오피스텔 신축 8차#1순위,"수익률(연)11.7%?투자기간11개월?등급A3?모집금액2억5,000만원?투자인원88명"
제220차 신림동 29세대 오피스텔 신축 8차#1순위,수익률(연)11.6%?투자기간9개월?등급A3?모집금액3억원?투자인원93명
제219차 전주 삼천동 공동주택신축 7차#1순위,수익률(연)11.8%?투자기간3개월?등급A3?모집금액4억원?투자인원112명
제218차 일산 고양 국제고 인근 다세대신축#1순위,"수익률(연)11.9%?투자기간11개월?등급A3?모집금액12억5,000만원?투자인원319명"
제217차 원주 세브란스 병원 인근 신축 2차#1순위,수익률(연)12.28%?투자기간12개월?등급B1?모집금액5억원?투자인원117명
제216차 남양주 도시형생활주택 신축 5차#1순위,수익률(연)11.7%?투자기간5개월?등급A3?모집금액2억원?투자인원67명
제215차 제주 아라동 다세대주택 신축 2차#1순위,수익률(연)12.7%?투자기간6개월?등급B3?모집금액2억원?투자인원54명
제214차 원주 세브란스 병원 인근 신축#1순위,수익률(연)12.28%?투자기간12개월?등급B1?모집금액10억원?투자인원216명
제213차 시흥목감지구 상가신축 8차#1순위,수익률(연)12%?투자기간6개월?등급B1?모집금액3억원?투자인원147명
제212차 제주 강정마을 다세대주택 신축3차#1순위,"수익률(연)12.56%?투자기간8개월?등급B2?모집금액2억5,000만원?투자인원34명"
제211차 김포 신도시 양곡 다세대 신축 4차#1순위,수익률(연)12.21%?투자기간5개월?등급B1?모집금액3억원?투자인원115명
제210차 서산 석남동 다세대주택 신축 4차#1순위,수익률(연)13.8%?투자기간9개월?등급C2?모집금액4억원?투자인원216명
제209차 양천구 신정동 공동주택 신축2차#1순위,수익률(연)11.8%?투자기간10개월?등급A3?모집금액2억원?투자인원52명
제208차 화성 바이오밸리인근 다세대 3차#1순위,수익률(연)13.4%?투자기간7개월?등급C1?모집금액2억원?투자인원135명
제207차 서산 석남동 다세대주택 신축 3차#1순위,"수익률(연)13.8%?투자기간9개월?등급C2?모집금액2억4,000만원?투자인원126명"
제206차 거제 단지형 단독주택 신축 3차#1순위,수익률(연)13.8%?투자기간7개월?등급C2?모집금액5억원?투자인원228명
제205차 서산 석남동 다세대주택 신축 2차#1순위,수익률(연)13.8%?투자기간9개월?등급C2?모집금액2억원?투자인원119명
제204차 서산 석남동 다세대주택 신축#1순위,"수익률(연)13.8%?투자기간9개월?등급C2?모집금액6억6,000만원?투자인원351명"
제203차 거제 단지형 단독주택 신축 2차#1순위,수익률(연)13.8%?투자기간7개월?등급C2?모집금액2억원?투자인원133명
제202차 남양주 도시형생활주택 신축 4차#1순위,"수익률(연)11.7%?투자기간6개월?등급A3?모집금액2억6,000만원?투자인원87명"
제201차 동탄신도시 오피스텔 신축 4차#1순위,수익률(연)13%?투자기간5개월?등급B2?모집금액9억원?투자인원149명
제200차 중곡동 대원외고 인근 다세대 2차#1순위,수익률(연)12%?투자기간8개월?등급B1?모집금액3억원?투자인원96명
제199차 제주 강정마을 다세대주택 신축2차#1순위,"수익률(연)12.56%?투자기간8개월?등급B2?모집금액2억2,000만원?투자인원131명"
제198차 화성 시청 인근 다세대주택#1순위,수익률(연)13.2%?투자기간10개월?등급C1?모집금액5억원?투자인원299명
제197차 부평역 현대라임힐 오피스텔 5차#1순위,수익률(연)12.3%?투자기간9개월?등급B2?모집금액4억원?투자인원163명
제196차 김포 신도시 양곡 다세대 신축 3차#1순위,"수익률(연)12.21%?투자기간5개월?등급B1?모집금액2억5,000만원?투자인원94명"
제195차 송악신도시 오피스텔 신축 2차#1순위,수익률(연)12.35%?투자기간10개월?등급B2?모집금액2억원?투자인원123명
제194차 고양시 성석동 다세대 신축 3차#1순위,수익률(연)12.98%?투자기간8개월?등급C1?모집금액2억원?투자인원133명
제193차 거제 단지형 단독주택 신축#1순위,수익률(연)13.8%?투자기간7개월?등급C2?모집금액10억원?투자인원420명
제192차 주안동 32세대 오피스텔 신축 7차#1순위,"수익률(연)11.7%?투자기간11개월?등급A3?모집금액3억5,000만원?투자인원93명"
제191차 중곡동 대원외고 인근 다세대주택#1순위,수익률(연)12%?투자기간8개월?등급B1?모집금액11억원?투자인원407명
제190차 제주 아라동 다세대주택 신축#1순위,수익률(연)12.7%?투자기간7개월?등급B3?모집금액8억원?투자인원267명
제189차 화성 바이오밸리인근 다세대 2차#1순위,"수익률(연)13.4%?투자기간8개월?등급C1?모집금액4억5,000만원?투자인원146명"
제188차 시흥목감지구 상가신축 7차#1순위,수익률(연)12%?투자기간7개월?등급B1?모집금액3억원?투자인원110명
제187차 아차산역 인근 다세대주택 6차#1순위,수익률(연)12.28%?투자기간6개월?등급B1?모집금액2억원?투자인원72명
제186차 김포 신도시 양곡 다세대 신축 2차#1순위,"수익률(연)12.21%?투자기간6개월?등급B1?모집금액3억5,000만원?투자인원121명"
제185차 신림동 29세대 오피스텔 신축 7차#1순위,수익률(연)11.6%?투자기간10개월?등급A3?모집금액3억원?투자인원130명
제184차 양천구 신정동 공동주택 신축#1순위,수익률(연)11.8%?투자기간11개월?등급A3?모집금액12억원?투자인원362명
제183차 제주 강정마을 다세대주택 신축#1순위,수익률(연)12.56%?투자기간9개월?등급B2?모집금액5억원?투자인원108명
제182차 주안동 32세대 오피스텔 신축 6차#1순위,수익률(연)11.7%?투자기간12개월?등급A3?모집금액2억원?투자인원40명
제181차 부산 기장 다세대주택 신축 3차#1순위,"수익률(연)12.14%?투자기간5개월?등급B1?모집금액1억8,000만원?투자인원69명"
제180차 송악신도시 오피스텔 신축#1순위,수익률(연)12.35%?투자기간11개월?등급B2?모집금액6억원?투자인원167명
제179차 김포 신도시 양곡리 다세대 신축#1순위,수익률(연)12.21%?투자기간6개월?등급B1?모집금액11억원?투자인원311명
제178차 동탄신도시 오피스텔 신축 3차#1순위,수익률(연)13%?투자기간6개월?등급B2?모집금액10억원?투자인원176명
제177차 전주 삼천동 공동주택신축 6차#1순위,수익률(연)11.8%?투자기간5개월?등급A3?모집금액4억원?투자인원89명
제176차 용인 양지IC인근 다세대신축 4차#1순위,"수익률(연)12.07%?투자기간9개월?등급B1?모집금액2억5,000만원?투자인원74명"
제175차 고양시 성석동 다세대 신축 2차#1순위,수익률(연)12.98%?투자기간9개월?등급C1?모집금액2억원?투자인원72명
제174차 화성 바이오밸리인근 다세대 신축#1순위,수익률(연)13.4%?투자기간9개월?등급C1?모집금액8억원?투자인원206명
제173차 부평역 현대라임힐 오피스텔 4차#1순위,수익률(연)12.3%?투자기간10개월?등급B2?모집금액3억원?투자인원44명
제172차 아차산역 인근 다세대주택 5차#1순위,수익률(연)12.28%?투자기간7개월?등급B1?모집금액2억원?투자인원69명
제171차 남양주 도시형생활주택 신축 3차#1순위,수익률(연)11.7%?투자기간7개월?등급A3?모집금액2억원?투자인원57명
제170차 안성 대림동산인근 다세대 3차#1순위,"수익률(연)12.21%?투자기간5개월?등급B1?모집금액3억7,000만원?투자인원120명"
제169차 부산 기장 다세대주택 신축 2차#1순위,"수익률(연)12.14%?투자기간5개월?등급B1?모집금액2억5,000만원?투자인원92명"
제168차 안성 공도 도시형생활주택 6차#1순위,"수익률(연)12.64%?투자기간6개월?등급B1?모집금액4억3,000만원?투자인원75명"
제167차 부산 기장 다세대주택 신축#1순위,수익률(연)12.14%?투자기간5개월?등급B1?모집금액8억원?투자인원155명
제166차 주안동 32세대 오피스텔 신축 5차#1순위,수익률(연)11.7%?투자기간13개월?등급A3?모집금액2억원?투자인원61명
제165차 시흥목감지구 상가신축 6차#1순위,수익률(연)12%?투자기간9개월?등급B1?모집금액3억원?투자인원46명
제164차 안성 공도 도시형생활주택 5차#1순위,수익률(연)12.64%?투자기간6개월?등급B1?모집금액5억원?투자인원95명
제163차 안성 대림동산인근 다세대2차#1순위,수익률(연)12.21%?투자기간5개월?등급B1?모집금액5억원?투자인원123명
제162차 용인 양지IC인근 다세대신축 3차#1순위,수익률(연)12.07%?투자기간9개월?등급B1?모집금액2억원?투자인원57명
제161차 안성 대림동산 인근 다세대주택#1순위,"수익률(연)12.21%?투자기간5개월?등급B1?모집금액5억3,000만원?투자인원132명"
제160차 동탄신도시 오피스텔 신축 2차#1순위,수익률(연)13%?투자기간7개월?등급B2?모집금액5억원?투자인원110명
제159차 봉화군 단지형연립주택 신축 5차#1순위,수익률(연)13.3%?투자기간6개월?등급C1?모집금액3억원?투자인원66명
제158차 동탄신도시 오피스텔 신축#1순위,수익률(연)13%?투자기간7개월?등급B2?모집금액5억원?투자인원118명
제157차 고양시 내유동 다세대주택 4차#1순위,수익률(연)12.28%?투자기간6개월?등급B1?모집금액2억원?투자인원63명
제156차 남양주 도시형생활주택 신축 2차#1순위,수익률(연)11.7%?투자기간8개월?등급A3?모집금액3억원?투자인원104명
제155차 아차산역 인근 다세대주택 4차#1순위,수익률(연)12.28%?투자기간8개월?등급B1?모집금액3억원?투자인원107명
제154차 안성 공도 도시형생활주택 4차#1순위,수익률(연)12.64%?투자기간7개월?등급B1?모집금액5억원?투자인원99명
제153차 동두천 51세대 공동주택신축 7차#1순위,수익률(연)12.7%?투자기간6개월?등급B2?모집금액3억원?투자인원78명
제152차 주안동 32세대 오피스텔 신축 4차#1순위,수익률(연)11.7%?투자기간13개월?등급A3?모집금액2억원?투자인원54명
제151차 가평 전원주택 12세대 신축 4차#1순위,수익률(연)12.28%?투자기간5개월?등급B1?모집금액2억원?투자인원50명
제150차 전주 삼천동 공동주택신축 5차#1순위,수익률(연)11.8%?투자기간6개월?등급A3?모집금액4억원?투자인원106명
제149차 봉화군 단지형연립주택 신축 4차#1순위,수익률(연)13.3%?투자기간7개월?등급C1?모집금액3억원?투자인원64명
제148차 신림동 29세대 오피스텔 신축 6차#1순위,수익률(연)11.6%?투자기간12개월?등급A3?모집금액2억원?투자인원47명
제147차 시흥목감지구 상가신축 5차#1순위,수익률(연)12%?투자기간9개월?등급B1?모집금액3억원?투자인원99명
제146차 남양주 도시형생활주택 신축 1차#1순위,수익률(연)11.7%?투자기간8개월?등급A3?모집금액3억원?투자인원86명
제145차 안성 공도 도시형생활주택 3차#1순위,수익률(연)12.64%?투자기간7개월?등급B1?모집금액5억원?투자인원99명
제144차 고양시 성석동 다세대주택 신축#1순위,"수익률(연)12.98%?투자기간10개월?등급C1?모집금액3억5,000만원?투자인원103명"
제143차 전주 삼천동 공동주택신축 4차#1순위,수익률(연)11.8%?투자기간6개월?등급A3?모집금액4억원?투자인원147명
제142차 동두천 51세대 공동주택신축 6차#1순위,"수익률(연)12.7%?투자기간6개월?등급B2?모집금액2억2,000만원?투자인원49명"
제141차 안성 공도 도시형생활주택 2차#1순위,"수익률(연)12.64%?투자기간7개월?등급B1?모집금액5억2,000만원?투자인원137명"
제140차 신림동 29세대 오피스텔 신축 5차#1순위,"수익률(연)11.6%?투자기간12개월?등급A3?모집금액2억5,000만원?투자인원84명"
제139차 주안동 32세대 오피스텔 신축 3차#1순위,수익률(연)11.7%?투자기간14개월?등급A3?모집금액2억원?투자인원61명
제138차 고양시 내유동 다세대주택 3차#1순위,"수익률(연)12.28%?투자기간6개월?등급B1?모집금액2억6,000만원?투자인원108명"
제137차 홍성 도시형생활주택 신축 4차#1순위,수익률(연)13.2%?투자기간6개월?등급C1?모집금액3억원?투자인원102명
제136차 아차산역 인근 다세대주택 3차#1순위,수익률(연)12.28%?투자기간8개월?등급B1?모집금액5억원?투자인원133명
제135차 안성 공도 도시형생활주택 신축#1순위,수익률(연)12.64%?투자기간7개월?등급B1?모집금액7억원?투자인원237명
제134차 아차산역 인근 다세대주택 2차#1순위,수익률(연)12.28%?투자기간8개월?등급B1?모집금액5억원?투자인원118명
제133차 신림동 29세대 오피스텔 신축 4차#1순위,수익률(연)11.6%?투자기간12개월?등급A3?모집금액5억원?투자인원140명
제132차 주안동 32세대 오피스텔 신축 2차#1순위,수익률(연)11.7%?투자기간14개월?등급A3?모집금액4억원?투자인원93명
제131차 가평 전원주택 12세대 신축 3차#1순위,수익률(연)12.28%?투자기간6개월?등급B1?모집금액2억원?투자인원59명
제130차 춘천 수익형다가구 신축사업 3차#1순위,"수익률(연)12.2%?투자기간7개월?등급B1?모집금액1억5,000만원?투자인원55명"
제129차 아차산역 인근 다세대주택사업#1순위,수익률(연)12.28%?투자기간8개월?등급B1?모집금액3억원?투자인원81명
제128차 봉화군 단지형연립주택 신축 3차#1순위,수익률(연)13.3%?투자기간7개월?등급C1?모집금액3억원?투자인원89명
제127차 일산 문봉동 빌라신축 4차#1순위,수익률(연)12.63%?투자기간7개월?등급B2?모집금액3억원?투자인원110명
제126차 부평역 현대라임힐 오피스텔 3차#1순위,수익률(연)12.3%?투자기간12개월?등급B2?모집금액3억원?투자인원103명
제125차 동두천 51세대 공동주택신축 5차#1순위,수익률(연)12.7%?투자기간7개월?등급B2?모집금액2억원?투자인원69명
제124차 광진구 중곡동 공동주택사업 3차#1순위,"수익률(연)12.14%?투자기간6개월?등급B1?모집금액2억5,000만원?투자인원87명"
제123차 신림동 29세대 오피스텔 신축 3차#1순위,수익률(연)11.6%?투자기간12개월?등급A3?모집금액3억원?투자인원124명
제122차 주안동 32세대 오피스텔 신축#1순위,수익률(연)11.7%?투자기간14개월?등급A3?모집금액4억원?투자인원124명
제121차 신림동 29세대 오피스텔 신축 2차#1순위,수익률(연)11.6%?투자기간12개월?등급A3?모집금액6억원?투자인원200명
제120차 신림동 29세대 오피스텔 신축#1순위,수익률(연)11.6%?투자기간12개월?등급A3?모집금액12억원?투자인원302명
제119차 시흥목감지구 상가신축 4차#1순위,수익률(연)12%?투자기간10개월?등급B1?모집금액5억원?투자인원121명
제118차 용인 양지IC인근 다세대신축 2차#1순위,수익률(연)12.07%?투자기간10개월?등급B1?모집금액5억원?투자인원142명
제117차 고양시 내유동 다세대주택 2차#1순위,수익률(연)12.28%?투자기간7개월?등급B1?모집금액4억원?투자인원124명
제116차 용현동 공동주택 신축사업 4차#1순위,"수익률(연)12.3%?투자기간8개월?등급B2?모집금액3억3,000만원?투자인원113명"
