"x1","x2","번호","지역","지역2","순위","차수","수익률","투자기간","등급","모집금액","투자인원","TARGET"
"제241차 거제단지형 단독주택 신축 4차#1순위","수익률(연)13.8%?투자기간5개월?등급C2?모집금액4억원?투자인원145명",241,"거제단지형","단독주택",1,4,13.8,5,"C2",40000,145,"상환완료"
"제240차 중곡동 대원외고 인근 다세대 4차#1순위","수익률(연)12%?투자기간6개월?등급B1?모집금액1억5,000만원?투자인원71명",240,"중곡동","대원외고",1,4,12,6,"B1",15000,71,"상환완료"
"제239차 화성 시청 인근 다세대주택 3차#1순위","수익률(연)13.2%?투자기간9개월?등급C1?모집금액2억원?투자인원104명",239,"화성","시청",1,3,13.2,9,"C1",20000,104,"상환완료"
"제238차 화성 바이오밸리인근 다세대 4차#1순위","수익률(연)13.4%?투자기간6개월?등급C1?모집금액4억원?투자인원149명",238,"화성","바이오밸리인근",1,4,13.4,6,"C1",40000,149,"상환완료"
"제237차 서산 석남동 다세대주택 신축 5차#1순위","수익률(연)13.8%?투자기간8개월?등급C2?모집금액4억원?투자인원144명",237,"서산","석남동",1,5,13.8,8,"C2",40000,144,"상환완료"
"제236차 원주 세브란스 병원 인근 신축 3차#1순위","수익률(연)12.28%?투자기간11개월?등급B1?모집금액4억원?투자인원132명",236,"원주","세브란스",1,3,12.28,11,"B1",40000,132,"상환완료"
"제235차 제주 강정마을 다세대주택 신축4차#1순위","수익률(연)12.56%?투자기간7개월?등급B2?모집금액3억5,000만원?투자인원201명",235,"제주","강정마을",1,4,12.56,7,"B2",35000,201,"상환완료"
"제234차 일산 고양 국제고인근 다세대신축B#1순위","수익률(연)12.28%?투자기간11개월?등급B1?모집금액6억5,000만원?투자인원289명",234,"일산","고양",1,1,12.28,11,"B1",65000,289,"상환완료"
"제233차 제주 한림리 오피스텔 신축사업#1순위","수익률(연)12.56%?투자기간13개월?등급B2?모집금액5억원?투자인원257명",233,"제주","한림리",1,1,12.56,13,"B2",50000,257,"상환완료"
"제232차 고양시 성석동 다세대 신축 4차#1순위","수익률(연)12.98%?투자기간7개월?등급C1?모집금액2억원?투자인원103명",232,"고양시","성석동",1,4,12.98,7,"C1",20000,103,"상환완료"
"제231차 동탄신도시 오피스텔 신축 5차#1순위","수익률(연)13%?투자기간4개월?등급B2?모집금액10억원?투자인원176명",231,"동탄신도시","오피스텔",1,5,13,4,"B2",1e+05,176,"상환완료"
"제230차 파주 문산역 인근 연립주택B 2차#1순위","수익률(연)12.28%?투자기간9개월?등급B1?모집금액6억원?투자인원298명",230,"파주","문산역",1,2,12.28,9,"B1",60000,298,"상환완료"
"제229차 파주 문산역 인근 연립주택A 2차#1순위","수익률(연)12.56%?투자기간9개월?등급B2?모집금액5억원?투자인원137명",229,"파주","문산역",1,2,12.56,9,"B2",50000,137,"상환완료"
"제228차 파주 문산역 인근 연립주택B#1순위","수익률(연)12.28%?투자기간9개월?등급B1?모집금액9억원?투자인원365명",228,"파주","문산역",1,1,12.28,9,"B1",90000,365,"상환완료"
"제227차 파주 문산역 인근 연립주택A#1순위","수익률(연)12.56%?투자기간9개월?등급B2?모집금액8억원?투자인원313명",227,"파주","문산역",1,1,12.56,9,"B2",80000,313,"상환완료"
"제226차 화성 시청 인근 다세대주택 2차#1순위","수익률(연)13.2%?투자기간9개월?등급C1?모집금액2억원?투자인원77명",226,"화성","시청",1,2,13.2,9,"C1",20000,77,"상환완료"
"제225차 송악신도시 오피스텔 신축 3차#1순위","수익률(연)12.35%?투자기간9개월?등급B2?모집금액4억원?투자인원90명",225,"송악신도시","오피스텔",1,3,12.35,9,"B2",40000,90,"상환완료"
"제224차 부평역 현대라임힐 오피스텔 6차#1순위","수익률(연)12.3%?투자기간8개월?등급B2?모집금액3억원?투자인원133명",224,"부평역","현대라임힐",1,6,12.3,8,"B2",30000,133,"상환완료"
"제223차 중곡동 대원외고 인근 다세대 3차#1순위","수익률(연)12%?투자기간7개월?등급B1?모집금액2억원?투자인원74명",223,"중곡동","대원외고",1,3,12,7,"B1",20000,74,"상환완료"
"제222차 신림동 29세대 오피스텔 신축 9차#1순위","수익률(연)11.6%?투자기간9개월?등급A3?모집금액2억원?투자인원79명",222,"신림동","29세대",1,9,11.6,9,"A3",20000,79,"상환완료"
"제221차 주안동 32세대 오피스텔 신축 8차#1순위","수익률(연)11.7%?투자기간11개월?등급A3?모집금액2억5,000만원?투자인원88명",221,"주안동","32세대",1,8,11.7,11,"A3",25000,88,"상환완료"
"제220차 신림동 29세대 오피스텔 신축 8차#1순위","수익률(연)11.6%?투자기간9개월?등급A3?모집금액3억원?투자인원93명",220,"신림동","29세대",1,8,11.6,9,"A3",30000,93,"상환완료"
"제219차 전주 삼천동 공동주택신축 7차#1순위","수익률(연)11.8%?투자기간3개월?등급A3?모집금액4억원?투자인원112명",219,"전주","삼천동",1,7,11.8,3,"A3",40000,112,"상환완료"
"제218차 일산 고양 국제고 인근 다세대신축#1순위","수익률(연)11.9%?투자기간11개월?등급A3?모집금액12억5,000만원?투자인원319명",218,"일산","고양",1,1,11.9,11,"A3",125000,319,"상환완료"
"제217차 원주 세브란스 병원 인근 신축 2차#1순위","수익률(연)12.28%?투자기간12개월?등급B1?모집금액5억원?투자인원117명",217,"원주","세브란스",1,2,12.28,12,"B1",50000,117,"상환완료"
"제216차 남양주 도시형생활주택 신축 5차#1순위","수익률(연)11.7%?투자기간5개월?등급A3?모집금액2억원?투자인원67명",216,"남양주","도시형생활주택",1,5,11.7,5,"A3",20000,67,"상환완료"
"제215차 제주 아라동 다세대주택 신축 2차#1순위","수익률(연)12.7%?투자기간6개월?등급B3?모집금액2억원?투자인원54명",215,"제주","아라동",1,2,12.7,6,"B3",20000,54,"상환완료"
"제214차 원주 세브란스 병원 인근 신축#1순위","수익률(연)12.28%?투자기간12개월?등급B1?모집금액10억원?투자인원216명",214,"원주","세브란스",1,1,12.28,12,"B1",1e+05,216,"상환완료"
"제213차 시흥목감지구 상가신축 8차#1순위","수익률(연)12%?투자기간6개월?등급B1?모집금액3억원?투자인원147명",213,"시흥목감지구","상가신축",1,8,12,6,"B1",30000,147,"상환완료"
"제212차 제주 강정마을 다세대주택 신축3차#1순위","수익률(연)12.56%?투자기간8개월?등급B2?모집금액2억5,000만원?투자인원34명",212,"제주","강정마을",1,3,12.56,8,"B2",25000,34,"상환완료"
"제211차 김포 신도시 양곡 다세대 신축 4차#1순위","수익률(연)12.21%?투자기간5개월?등급B1?모집금액3억원?투자인원115명",211,"김포","신도시",1,4,12.21,5,"B1",30000,115,"상환완료"
"제210차 서산 석남동 다세대주택 신축 4차#1순위","수익률(연)13.8%?투자기간9개월?등급C2?모집금액4억원?투자인원216명",210,"서산","석남동",1,4,13.8,9,"C2",40000,216,"상환완료"
"제209차 양천구 신정동 공동주택 신축2차#1순위","수익률(연)11.8%?투자기간10개월?등급A3?모집금액2억원?투자인원52명",209,"양천구","신정동",1,2,11.8,10,"A3",20000,52,"상환완료"
"제208차 화성 바이오밸리인근 다세대 3차#1순위","수익률(연)13.4%?투자기간7개월?등급C1?모집금액2억원?투자인원135명",208,"화성","바이오밸리인근",1,3,13.4,7,"C1",20000,135,"상환완료"
"제207차 서산 석남동 다세대주택 신축 3차#1순위","수익률(연)13.8%?투자기간9개월?등급C2?모집금액2억4,000만원?투자인원126명",207,"서산","석남동",1,3,13.8,9,"C2",24000,126,"상환완료"
"제206차 거제단지형 단독주택 신축 3차#1순위","수익률(연)13.8%?투자기간7개월?등급C2?모집금액5억원?투자인원228명",206,"거제단지형","단독주택",1,3,13.8,7,"C2",50000,228,"상환완료"
"제205차 서산 석남동 다세대주택 신축 2차#1순위","수익률(연)13.8%?투자기간9개월?등급C2?모집금액2억원?투자인원119명",205,"서산","석남동",1,2,13.8,9,"C2",20000,119,"상환완료"
"제204차 서산 석남동 다세대주택 신축#1순위","수익률(연)13.8%?투자기간9개월?등급C2?모집금액6억6,000만원?투자인원351명",204,"서산","석남동",1,1,13.8,9,"C2",66000,351,"상환완료"
"제203차 거제단지형 단독주택 신축 2차#1순위","수익률(연)13.8%?투자기간7개월?등급C2?모집금액2억원?투자인원133명",203,"거제단지형","단독주택",1,2,13.8,7,"C2",20000,133,"상환완료"
"제202차 남양주 도시형생활주택 신축 4차#1순위","수익률(연)11.7%?투자기간6개월?등급A3?모집금액2억6,000만원?투자인원87명",202,"남양주","도시형생활주택",1,4,11.7,6,"A3",26000,87,"상환완료"
"제201차 동탄신도시 오피스텔 신축 4차#1순위","수익률(연)13%?투자기간5개월?등급B2?모집금액9억원?투자인원149명",201,"동탄신도시","오피스텔",1,4,13,5,"B2",90000,149,"상환완료"
"제200차 중곡동 대원외고 인근 다세대 2차#1순위","수익률(연)12%?투자기간8개월?등급B1?모집금액3억원?투자인원96명",200,"중곡동","대원외고",1,2,12,8,"B1",30000,96,"상환완료"
"제199차 제주 강정마을 다세대주택 신축2차#1순위","수익률(연)12.56%?투자기간8개월?등급B2?모집금액2억2,000만원?투자인원131명",199,"제주","강정마을",1,2,12.56,8,"B2",22000,131,"상환완료"
"제198차 화성 시청 인근 다세대주택#1순위","수익률(연)13.2%?투자기간10개월?등급C1?모집금액5억원?투자인원299명",198,"화성","시청",1,1,13.2,10,"C1",50000,299,"상환완료"
"제197차 부평역 현대라임힐 오피스텔 5차#1순위","수익률(연)12.3%?투자기간9개월?등급B2?모집금액4억원?투자인원163명",197,"부평역","현대라임힐",1,5,12.3,9,"B2",40000,163,"상환완료"
"제196차 김포 신도시 양곡 다세대 신축 3차#1순위","수익률(연)12.21%?투자기간5개월?등급B1?모집금액2억5,000만원?투자인원94명",196,"김포","신도시",1,3,12.21,5,"B1",25000,94,"상환완료"
"제195차 송악신도시 오피스텔 신축 2차#1순위","수익률(연)12.35%?투자기간10개월?등급B2?모집금액2억원?투자인원123명",195,"송악신도시","오피스텔",1,2,12.35,10,"B2",20000,123,"상환완료"
"제194차 고양시 성석동 다세대 신축 3차#1순위","수익률(연)12.98%?투자기간8개월?등급C1?모집금액2억원?투자인원133명",194,"고양시","성석동",1,3,12.98,8,"C1",20000,133,"상환완료"
"제193차 거제단지형 단독주택 신축#1순위","수익률(연)13.8%?투자기간7개월?등급C2?모집금액10억원?투자인원420명",193,"거제단지형","단독주택",1,1,13.8,7,"C2",1e+05,420,"상환완료"
"제192차 주안동 32세대 오피스텔 신축 7차#1순위","수익률(연)11.7%?투자기간11개월?등급A3?모집금액3억5,000만원?투자인원93명",192,"주안동","32세대",1,7,11.7,11,"A3",35000,93,"상환완료"
"제191차 중곡동 대원외고 인근 다세대주택#1순위","수익률(연)12%?투자기간8개월?등급B1?모집금액11억원?투자인원407명",191,"중곡동","대원외고",1,1,12,8,"B1",110000,407,"상환완료"
"제190차 제주 아라동 다세대주택 신축#1순위","수익률(연)12.7%?투자기간7개월?등급B3?모집금액8억원?투자인원267명",190,"제주","아라동",1,1,12.7,7,"B3",80000,267,"상환완료"
"제189차 화성 바이오밸리인근 다세대 2차#1순위","수익률(연)13.4%?투자기간8개월?등급C1?모집금액4억5,000만원?투자인원146명",189,"화성","바이오밸리인근",1,2,13.4,8,"C1",45000,146,"상환완료"
"제188차 시흥목감지구 상가신축 7차#1순위","수익률(연)12%?투자기간7개월?등급B1?모집금액3억원?투자인원110명",188,"시흥목감지구","상가신축",1,7,12,7,"B1",30000,110,"상환완료"
"제187차 아차산역 인근 다세대주택 6차#1순위","수익률(연)12.28%?투자기간6개월?등급B1?모집금액2억원?투자인원72명",187,"아차산역","인근",1,6,12.28,6,"B1",20000,72,"상환완료"
"제186차 김포 신도시 양곡 다세대 신축 2차#1순위","수익률(연)12.21%?투자기간6개월?등급B1?모집금액3억5,000만원?투자인원121명",186,"김포","신도시",1,2,12.21,6,"B1",35000,121,"상환완료"
"제185차 신림동 29세대 오피스텔 신축 7차#1순위","수익률(연)11.6%?투자기간10개월?등급A3?모집금액3억원?투자인원130명",185,"신림동","29세대",1,7,11.6,10,"A3",30000,130,"상환완료"
"제184차 양천구 신정동 공동주택 신축#1순위","수익률(연)11.8%?투자기간11개월?등급A3?모집금액12억원?투자인원362명",184,"양천구","신정동",1,1,11.8,11,"A3",120000,362,"상환완료"
"제183차 제주 강정마을 다세대주택 신축#1순위","수익률(연)12.56%?투자기간9개월?등급B2?모집금액5억원?투자인원108명",183,"제주","강정마을",1,1,12.56,9,"B2",50000,108,"상환완료"
"제182차 주안동 32세대 오피스텔 신축 6차#1순위","수익률(연)11.7%?투자기간12개월?등급A3?모집금액2억원?투자인원40명",182,"주안동","32세대",1,6,11.7,12,"A3",20000,40,"상환완료"
"제181차 부산 기장 다세대주택 신축 3차#1순위","수익률(연)12.14%?투자기간5개월?등급B1?모집금액1억8,000만원?투자인원69명",181,"부산","기장",1,3,12.14,5,"B1",18000,69,"상환완료"
"제180차 송악신도시 오피스텔 신축#1순위","수익률(연)12.35%?투자기간11개월?등급B2?모집금액6억원?투자인원167명",180,"송악신도시","오피스텔",1,1,12.35,11,"B2",60000,167,"상환완료"
"제179차 김포 신도시 양곡리 다세대 신축#1순위","수익률(연)12.21%?투자기간6개월?등급B1?모집금액11억원?투자인원311명",179,"김포","신도시",1,1,12.21,6,"B1",110000,311,"상환완료"
"제178차 동탄신도시 오피스텔 신축 3차#1순위","수익률(연)13%?투자기간6개월?등급B2?모집금액10억원?투자인원176명",178,"동탄신도시","오피스텔",1,3,13,6,"B2",1e+05,176,"상환완료"
"제177차 전주 삼천동 공동주택신축 6차#1순위","수익률(연)11.8%?투자기간5개월?등급A3?모집금액4억원?투자인원89명",177,"전주","삼천동",1,6,11.8,5,"A3",40000,89,"상환완료"
"제176차 용인 양지IC인근 다세대신축 4차#1순위","수익률(연)12.07%?투자기간9개월?등급B1?모집금액2억5,000만원?투자인원74명",176,"용인","양지IC인근",1,4,12.07,9,"B1",25000,74,"상환완료"
"제175차 고양시 성석동 다세대 신축 2차#1순위","수익률(연)12.98%?투자기간9개월?등급C1?모집금액2억원?투자인원72명",175,"고양시","성석동",1,2,12.98,9,"C1",20000,72,"상환완료"
