"번호","지역","지역2","순위","차수","리파이낸싱","신축","다세대","타운하우스","건축자금","담보","NPL","근질권","ABL","주택","오피스텔","신도시","개발지구","마을","아파트","빌딩","빌라","상가","단독주택","수익률","투자기간","등급","모집금액","투자인원","Y"
1256,"고양","행신동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8.5,3,"A3",9000,197,"0"
1253,"수원","이의동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.8,6,"A3",25000,491,"0"
1251,"남양주","호평동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.8,6,"A3",8000,121,"0"
1247,"진안군청","인근",1,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.28,8,"B1",10000,232,"0"
1246,"광진","자양동",1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.2,6,"A2",21000,350,"0"
1245,"부산","사직동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A3",12600,209,"0"
1244,"노원","월계동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A2",7000,128,"0"
1241,"서귀포","산방산",1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,8,"B3",46000,1058,"0"
1239,"대구","월성동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"B1",3000,52,"0"
1238,"서대문구","북아현동",2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A2",5000,90,"0"
1236,"인천","용현동",1,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,9,"B1",22000,439,"0"
1234,"합천아파트","신축사업",1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,6,"B2",30000,577,"0"
1233,"송파","잠실동",2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A2",5000,50,"0"
1230,"서대문구","북아현동",2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A2",5000,111,"0"
1229,"송파","잠실동",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A2",10000,142,"0"
1227,"합천아파트","신축사업",1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,6,"B2",20000,456,"0"
1224,"수원","북수동",2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,8,"D2",15000,331,"0"
1223,"용인","메종",1,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,3,"B2",6000,130,"0"
1222,"송파","잠실동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A2",25000,479,"0"
1221,"서대문구","북아현동",2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A2",5000,115,"0"
1217,"안양","석수동",2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A2",5000,116,"0"
1218,"서대문구","북아현동",2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A2",5000,65,"0"
1216,"부천","중동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,"A2",3500,102,"0"
1215,"도봉","쌍문동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A2",2500,61,"0"
1214,"안양","석수동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A2",5000,127,"0"
1213,"서대문구","북아현동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A2",5000,87,"0"
1211,"제주시내","근교",1,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,2,"B2",20000,321,"0"
1209,"용인","메종",1,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,3,"B2",6300,145,"0"
1208,"인천","송도동",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",10000,108,"0"
1207,"강동","강일동",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,6,"A2",6000,135,"0"
1206,"분당","운중동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8,6,"A2",10000,174,"0"
1205,"영등포","영등포동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A2",5000,100,"0"
1203,"진안군청","인근",1,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.28,8,"B1",30000,499,"0"
1202,"용인","메종",1,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,3,"B3",35000,617,"0"
1200,"용인","메종",1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,3,"B2",34000,716,"0"
1198,"동작","사당동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A3",12000,202,"0"
1196,"송파","문정동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.2,6,"A2",10000,195,"0"
1195,"강서","마곡동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A2",8000,255,"0"
1192,"용인","메종",1,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,3,"B2",10000,163,"0"
1191,"용인","메종",1,13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,3,"B3",2000,53,"0"
1189,"수원","이의동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,"A2",10000,230,"0"
1188,"서초","서초동",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.9,12,"A3",3000,68,"0"
1182,"강남","역삼동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,6,"A2",15000,290,"0"
1181,"강동","암사동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A2",15000,277,"0"
1179,"청라국제도시","근린생활시설",2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,"D2",71050,1287,"0"
1177,"수원","북수동",2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,8,"D2",21000,356,"0"
1175,"노원","하계동",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",8000,118,"0"
1171,"강동","둔촌동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",30000,480,"0"
1168,"캠프","험프리",1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,4,"C1",10000,172,"0"
1164,"성동","금호동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",10000,101,"0"
1163,"하남","덕풍동",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,6,"A3",9000,138,"0"
1159,"성남","금곡동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,6,"A2",10000,223,"0"
1158,"송파","잠실동",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,12,"A2",10000,237,"0"
1157,"종로","무악동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",5000,65,"0"
1156,"서산","테크노밸리",1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,9,"C3",30000,546,"0"
1154,"서울","동선동5가",2,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,"D2",15000,298,"0"
1151,"수원","북수동",2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,9,"D2",20000,411,"0"
1149,"하남","덕풍동",4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,12,"A3",8500,161,"0"
1145,"양천","신정동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",18000,272,"0"
1142,"용인","메종",1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,3,"B2",20000,317,"0"
1139,"제주","신화월드",1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,8,"B1",110000,1944,"0"
1138,"양평역","인근",1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,"C1",25000,513,"0"
1137,"광진","광장동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,12,"A2",10000,141,"0"
1136,"강남","청담동",1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.7,7,"A3",15000,234,"0"
1135,"서귀포","산방산",1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,9,"B3",45000,889,"0"
1133,"이천","창전동",1,36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,7,"C1",47000,964,"0"
1130,"영등포","두산위브아파트",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,12,"A2",10000,166,"0"
1124,"일산","풍동",2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,8,"D2",5490,970,"0"
1122,"주택담보부","근질권",2,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8,12,"A2",38000,603,"0"
1117,"진안군청","인근",1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.28,9,"B1",25000,453,"0"
1116,"평택","국가산업단지",1,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,2,"B3",20000,223,"0"
1115,"인천","용현동",1,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,10,"B1",50000,836,"0"
1114,"진안군청","인근",1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.28,9,"B1",20000,396,"0"
1112,"합천아파트","신축사업",1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,7,"B2",20000,320,"0"
1111,"아산","유신빌딩",2,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,2,"C2",6000,98,"0"
1110,"당진","읍내동",3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,"D2",109700,1983,"0"
1107,"성남","수내동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,6,"A2",10000,168,"0"
1104,"청라국제도시","근린생활시설",2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,"D2",153700,2375,"0"
1102,"용인","마북동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,"B1",33000,381,"0"
1099,"송파","잠실동",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,12,"A2",10000,118,"0"
1094,"이천","창전동",1,35,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,7,"C1",10000,83,"0"
1092,"용인","메종",1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,4,"B2",20000,317,"0"
1090,"마포","공덕동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",14000,235,"0"
1089,"성남","서현동",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",11000,200,"0"
1088,"용인","메종",1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,4,"B3",27500,366,"0"
1086,"용산","신계동",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,"A2",25000,492,"0"
1085,"남양주","와부읍",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",7000,96,"0"
1084,"남양주시","호평동",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.9,11,"A3",40000,644,"0"
1083,"인천","주안역",1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06,8,"B1",25000,363,"0"
1082,"인천","주안동",1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,7,"B2",30000,509,"0"
1080,"합천아파트","신축사업",1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,8,"B2",30000,444,"0"
1078,"제주","신화월드",1,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,9,"B1",10000,114,"0"
1077,"양천","신정동",2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,6,"A2",14000,209,"0"
1076,"안양","평촌동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,12,"A2",9000,184,"0"
1074,"서울","동선동",2,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,"D2",15000,165,"0"
1071,"동대문","답십리동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,12,"A2",15000,232,"0"
1068,"이천","신둔도예촌역",2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,"D2",45000,615,"0"
1066,"강서","마곡동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,"A2",8000,129,"0"
1065,"제주","신화월드",1,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.21,9,"B1",80000,965,"0"
1064,"캠프","험프리",1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,5,"C1",10000,145,"0"
1061,"제주","아라일동",2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,"D2",35000,324,"0"
1060,"용인","메종",1,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,4,"B2",20000,258,"0"
1059,"용인","메종",1,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,4,"B2",21200,286,"0"
1055,"강남","개포동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,12,"A2",15000,170,"0"
1053,"가평","조종초등학교",1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,"B3",20000,220,"0"
1052,"캠프","험프리",1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,4,"C1",20000,245,"0"
1051,"캠프","험프리",1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,3,"C1",10000,123,"0"
1050,"가평","맹호부대",1,17,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,5,"B3",5000,66,"0"
1049,"해운대구","우동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,"A3",17000,213,"0"
1046,"성북","길음동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,"A2",5000,87,"0"
1045,"대전","호동",2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,"D3",12000,104,"0"
1044,"이천","신둔도예촌역",1,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,"B2",17000,192,"0"
1043,"구로","구로동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,12,"A3",12500,143,"0"
1042,"양평역","인근",1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,"C1",25000,512,"0"
1040,"수원","북수동",2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,10,"D2",20000,233,"0"
1039,"광진","자양동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,"A2",5000,117,"0"
1034,"가평군청","인근",1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,8,"B2",25000,466,"0"
1033,"오산","부산동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,12,"A3",5000,125,"0"
1032,"송파","신천동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,"A2",28000,450,"0"
1031,"수원","이의동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,12,"A2",10000,160,"0"
1030,"강남","세곡동",1,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,2,"A3",3200,60,"0"
1029,"대구","범어동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,"A2",15000,325,"0"
1028,"진안군청","인근",1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.28,10,"B1",20000,356,"0"
1026,"청라국제도시","근린생활시설",2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,"D2",43500,647,"0"
1025,"인천","용현동",1,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,11,"B1",45000,738,"0"
1023,"가평","맹호부대",1,16,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,6,"B3",35000,616,"0"
1022,"동작","신대방동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9.3,12,"A2",10000,187,"0"
1018,"서울","잠원동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,12,"A1",10000,161,"0"
1009,"제주","올레시장",1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,9,"B2",10000,194,"0"
1008,"진안군청","인근",1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.28,10,"B1",15000,248,"0"
1007,"가평","조종초등학교",1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,"B3",25000,502,"0"
1006,"합천아파트","신축사업",1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.98,9,"B2",20000,399,"0"
1005,"제주","올레시장",1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,9,"B2",40000,750,"0"
1004,"이천","신둔도예촌역",1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,"B2",10000,155,"0"
1002,"서울","봉천동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,12,"A2",13000,253,"0"
1000,"진안군청","인근",1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.28,10,"B1",1e+05,1829,"0"
998,"서울","용산동",2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9.5,12,"A3",7000,134,"0"
997,"하남","덕풍동",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,12,"A3",3500,13,"0"
996,"이천","창전동",1,34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,9,"C1",80000,1670,"0"
995,"용인","메종",1,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,5,"B2",20000,354,"0"
994,"용인","메종",1,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,5,"B3",13000,233,"0"
992,"강남","대치동",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,12,"A2",5000,102,"0"
991,"진안군청","인근",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.28,10,"B1",1e+05,2138,"0"
990,"용인","메종",1,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,5,"B2",40000,566,"0"
989,"용인","메종",1,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.42,5,"B2",15000,272,"0"
987,"구로","신도림동",2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",10000,155,"0"
980,"서울","진관동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",7000,122,"0"
978,"용인","메종",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,5,"B3",104500,1870,"0"
977,"인천","주안역",1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06,10,"B1",20000,413,"0"
976,"인천","주안동",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,9,"B2",20000,412,"0"
975,"용인","메종",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,6,"B2",162000,2457,"0"
974,"대전","호동",2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,"D3",10000,156,"0"
973,"서울","흑석동",2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9,6,"A2",8000,171,"0"
972,"서울","청담동",1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.5,6,"A1",57000,1128,"0"
970,"양평","양수리",2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,12,"D2",23000,476,"0"
969,"캠프","험프리",1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,5,"C1",10000,158,"0"
968,"서울","청담동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.5,6,"A1",1e+05,1685,"0"
967,"가평","맹호부대",1,15,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.91,6,"B3",35000,609,"0"
966,"서귀포","산방산",1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,11,"B3",60000,1002,"0"
963,"캠프","험프리",1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,5,"C1",10000,69,"0"
962,"서울","이촌동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,6,"A3",56000,870,"0"
960,"서귀포","산방산",1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,11,"B3",60000,1122,"0"
959,"캠프","험프리",1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,6,"C1",10000,128,"0"
958,"서울","동선동",2,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,"D2",25000,403,"0"
955,"양평역","인근",1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,"C1",25000,432,"0"
953,"강서","염창동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",35000,591,"0"
952,"청라국제도시","근린생활시설",2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,"D2",50000,710,"0"
951,"인천","용현동",1,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,12,"B1",50000,805,"0"
950,"송파","방이동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,12,"A2",10000,194,"0"
948,"제주","아라일동",2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,"D2",50000,918,"0"
947,"제주시내","근교",1,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,5,"B2",40000,645,"0"
946,"수원","북수동",2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,10,"D2",40000,525,"0"
945,"양천","목동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A1",30000,503,"0"
944,"중구","황학동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",10000,155,"0"
943,"강남","개포동",2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",17000,252,"0"
941,"가평군청","인근",1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,9,"B2",45000,741,"0"
938,"안산","본오동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,12,"A2",20000,161,"0"
935,"성남","서현동",3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",3000,52,"0"
933,"의정부","신곡동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",24000,379,"0"
932,"성동","송정동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6,"A1",12000,209,"0"
930,"대구","범물동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",20000,270,"0"
926,"가평군청","인근",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,9,"B2",72000,1206,"0"
925,"강남","세곡동",1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,4,"A3",5000,64,"0"
924,"하남","학암동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,6,"A1",15000,167,"0"
922,"청라국제도시","근린생활시설",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,"D2",27,2343,"0"
921,"마포","아현동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",23000,365,"0"
920,"양평역","인근",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,"C1",30000,490,"0"
918,"인천","송도동",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,"A2",32500,488,"0"
917,"성남","창곡동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",25000,423,"0"
916,"제주","올레시장",1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,9,"B2",75000,1067,"0"
915,"송파","신천동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6,"A3",13000,200,"0"
914,"고양","덕이동",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,"A2",11000,189,"0"
913,"인천","용현동",1,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,12,"B1",20000,360,"0"
